"Height","Width","Aspect_ratio","Local","Is_Ad"
51,110,2.1569,1,0
71,61,0.8592,1,0
51,110,2.1569,1,0
51,110,2.1569,1,0
51,161,3.1569,0,0
62,128,2.0645,1,0
51,110,2.1569,1,0
51,110,2.1569,0,0
71,71,1,1,0
31,88,2.8387,0,0
134,184,1.3731,0,0
51,110,2.1569,1,0
65,110,1.6923,0,0
51,110,2.1569,1,0
61,161,2.6393,0,0
51,110,2.1569,1,0
51,110,2.1569,1,0
51,110,2.1569,1,0
52,52,1,1,0
65,110,1.6923,0,0
51,110,2.1569,1,0
31,88,2.8387,0,0
51,110,2.1569,1,0
12,101,8.4167,1,0
27,41,1.5185,1,0
115,212,1.8435,1,0
11,89,8.0909,1,0
51,161,3.1569,1,0
16,106,6.625,1,0
51,110,2.1569,1,0
51,225,4.4118,1,0
60,202,3.3667,1,0
16,130,8.125,1,0
51,110,2.1569,1,0
125,125,1,0,0
44,110,2.5,1,0
51,110,2.1569,1,0
51,110,2.1569,1,0
51,161,3.1569,0,0
74,74,1,1,0
16,130,8.125,1,0
51,110,2.1569,1,0
51,110,2.1569,1,0
72,72,1,1,0
77,77,1,0,0
51,110,2.1569,1,0
16,130,8.125,1,0
51,110,2.1569,1,0
51,110,2.1569,0,0
51,110,2.1569,1,0
134,184,1.3731,0,0
51,110,2.1569,1,0
144,50,0.3472,1,0
51,110,2.1569,0,0
20,600,30,0,0
16,106,6.625,1,0
44,110,2.5,1,0
51,110,2.1569,1,0
51,110,2.1569,1,0
40,46,1.15,1,0
12,57,4.75,1,0
15,15,1,1,0
154,231,1.5,0,0
12,123,10.25,1,0
44,110,2.5,1,0
149,182,1.2215,1,0
51,110,2.1569,1,0
44,110,2.5,1,0
10,600,60,1,0
51,110,2.1569,1,0
51,110,2.1569,1,0
51,110,2.1569,1,0
51,110,2.1569,1,0
51,110,2.1569,1,0
74,78,1.0541,1,0
31,88,2.8387,0,0
51,110,2.1569,1,0
51,110,2.1569,0,0
51,110,2.1569,1,0
100,149,1.49,0,0
100,100,1,1,0
16,16,1,1,0
51,110,2.1569,1,0
51,110,2.1569,1,0
51,110,2.1569,0,0
13,255,19.6154,1,0
11,11,1,0,0
32,32,1,1,0
51,110,2.1569,1,0
16,16,1,1,0
60,120,2,1,0
62,60,0.9677,1,0
306,372,1.2157,1,0
32,88,2.75,0,0
51,110,2.1569,1,0
51,110,2.1569,0,0
149,182,1.2215,0,0
84,87,1.0357,1,0
51,110,2.1569,1,0
113,204,1.8053,0,0
16,130,8.125,1,0
51,110,2.1569,1,0
51,161,3.1569,0,0
84,87,1.0357,1,0
57,45,0.7895,1,0
100,100,1,1,0
51,110,2.1569,1,0
63,60,0.9524,1,0
15,15,1,1,0
16,130,8.125,1,0
31,88,2.8387,1,0
34,44,1.2941,1,0
51,110,2.1569,1,0
26,133,5.1154,1,0
65,55,0.8462,1,0
16,16,1,1,0
60,45,0.75,1,0
51,110,2.1569,1,0
51,110,2.1569,1,0
140,140,1,0,0
51,110,2.1569,1,0
51,110,2.1569,1,0
96,135,1.4062,1,0
51,201,3.9412,1,0
213,240,1.1268,1,0
10,600,60,1,0
60,45,0.75,1,0
16,130,8.125,1,0
51,110,2.1569,1,0
36,41,1.1389,0,0
51,110,2.1569,1,0
51,110,2.1569,1,0
51,110,2.1569,0,0
115,205,1.7826,1,0
51,110,2.1569,1,0
51,110,2.1569,0,0
51,110,2.1569,1,0
51,110,2.1569,1,0
11,96,8.7273,1,0
51,110,2.1569,1,0
51,110,2.1569,1,0
51,110,2.1569,1,0
12,123,10.25,1,0
44,110,2.5,1,0
11,11,1,1,0
51,110,2.1569,1,0
16,16,1,1,0
51,110,2.1569,1,0
11,11,1,1,0
15,15,1,1,0
51,110,2.1569,1,0
135,165,1.2222,0,0
51,110,2.1569,1,0
51,110,2.1569,1,0
84,88,1.0476,1,0
16,130,8.125,1,0
51,110,2.1569,1,0
51,110,2.1569,0,0
31,88,2.8387,0,0
44,110,2.5,1,0
51,110,2.1569,1,0
12,101,8.4167,1,0
44,110,2.5,1,0
46,140,3.0435,1,0
120,120,1,1,0
51,110,2.1569,1,0
51,110,2.1569,1,0
65,145,2.2308,1,0
15,15,1,1,0
11,11,1,1,0
108,179,1.6574,1,0
16,16,1,1,0
51,110,2.1569,1,0
187,290,1.5508,1,0
84,135,1.6071,1,0
43,126,2.9302,0,0
36,140,3.8889,1,0
56,128,2.2857,1,0
43,126,2.9302,1,0
51,110,2.1569,1,0
51,110,2.1569,1,0
51,110,2.1569,1,0
15,15,1,1,0
12,102,8.5,1,0
43,125,2.907,1,0
16,16,1,1,0
152,394,2.5921,1,0
51,110,2.1569,1,0
44,110,2.5,1,0
51,110,2.1569,1,0
43,211,4.907,0,0
51,110,2.1569,1,0
62,88,1.4194,1,0
51,110,2.1569,1,0
51,76,1.4902,0,0
44,110,2.5,1,0
51,110,2.1569,1,0
35,54,1.5429,1,0
51,110,2.1569,1,0
110,210,1.9091,1,0
114,110,0.9649,0,0
51,110,2.1569,1,0
12,57,4.75,1,0
27,119,4.4074,0,0
36,140,3.8889,1,0
63,202,3.2063,1,0
10,600,60,1,0
26,133,5.1154,1,0
16,16,1,1,0
51,110,2.1569,1,0
70,105,1.5,1,0
16,130,8.125,1,0
12,102,8.5,1,0
44,48,1.0909,1,0
11,11,1,1,0
51,110,2.1569,1,0
51,110,2.1569,1,0
51,110,2.1569,1,0
104,135,1.2981,1,0
60,140,2.3333,1,0
51,110,2.1569,1,0
11,11,1,1,0
59,94,1.5932,1,0
44,46,1.0455,1,0
86,54,0.6279,0,0
75,95,1.2667,1,0
51,110,2.1569,0,0
108,151,1.3981,1,0
35,54,1.5429,1,0
75,55,0.7333,1,0
12,101,8.4167,1,0
51,110,2.1569,1,0
51,110,2.1569,1,0
51,110,2.1569,1,0
36,140,3.8889,1,0
51,110,2.1569,1,0
90,90,1,0,0
16,16,1,1,0
75,229,3.0533,0,0
132,270,2.0455,1,0
36,140,3.8889,1,0
22,200,9.0909,1,0
107,135,1.2617,1,0
25,80,3.2,1,0
31,88,2.8387,0,0
11,11,1,0,0
90,90,1,0,0
16,16,1,1,0
44,140,3.1818,1,0
110,210,1.9091,1,0
35,54,1.5429,1,0
75,71,0.9467,1,0
60,140,2.3333,1,0
51,110,2.1569,0,0
63,75,1.1905,1,0
13,89,6.8462,1,0
51,110,2.1569,0,0
31,88,2.8387,0,0
51,110,2.1569,0,0
35,54,1.5429,1,0
11,89,8.0909,1,0
51,110,2.1569,1,0
25,133,5.32,1,0
49,96,1.9592,0,0
51,110,2.1569,1,0
146,114,0.7808,0,0
51,110,2.1569,1,0
99,103,1.0404,1,0
12,57,4.75,1,0
60,140,2.3333,1,0
51,110,2.1569,1,0
51,110,2.1569,1,0
11,11,1,1,0
100,78,0.78,0,0
16,16,1,1,0
51,110,2.1569,0,0
110,210,1.9091,1,0
80,85,1.0625,1,0
33,159,4.8182,0,0
11,96,8.7273,1,0
51,110,2.1569,1,0
45,48,1.0667,1,0
51,110,2.1569,1,0
36,140,3.8889,1,0
75,73,0.9733,1,0
90,73,0.8111,0,0
57,50,0.8772,1,0
51,110,2.1569,1,0
93,135,1.4516,1,0
70,70,1,1,0
13,89,6.8462,1,0
118,79,0.6695,0,0
11,11,1,1,0
12,98,8.1667,1,0
43,46,1.0698,1,0
63,202,3.2063,1,0
54,100,1.8519,1,0
51,110,2.1569,1,0
60,140,2.3333,1,0
99,101,1.0202,0,0
18,24,1.3333,0,0
51,110,2.1569,1,0
45,47,1.0444,1,0
51,110,2.1569,1,0
80,89,1.1125,1,0
51,110,2.1569,1,0
132,100,0.7576,0,0
51,110,2.1569,0,0
39,38,0.9744,1,0
26,133,5.1154,1,0
110,210,1.9091,1,0
70,50,0.7143,0,0
12,102,8.5,1,0
16,16,1,1,0
165,140,0.8485,1,0
12,101,8.4167,1,0
70,75,1.0714,1,0
63,202,3.2063,1,0
47,50,1.0638,1,0
51,110,2.1569,0,0
60,140,2.3333,1,0
51,110,2.1569,1,0
13,89,6.8462,1,0
51,110,2.1569,1,0
51,110,2.1569,1,0
51,110,2.1569,1,0
63,202,3.2063,1,0
85,85,1,0,0
80,83,1.0375,1,0
51,110,2.1569,1,0
20,96,4.8,1,0
35,54,1.5429,1,0
63,202,3.2063,1,0
12,98,8.1667,1,0
16,140,8.75,1,0
40,48,1.2,1,0
23,26,1.1304,1,0
60,140,2.3333,1,0
80,41,0.5125,1,0
51,110,2.1569,1,0
35,54,1.5429,1,0
16,16,1,1,0
351,494,1.4074,0,0
12,101,8.4167,1,0
51,110,2.1569,1,0
51,110,2.1569,1,0
41,67,1.6341,0,0
51,110,2.1569,0,0
110,210,1.9091,1,0
36,140,3.8889,1,0
51,110,2.1569,1,0
51,110,2.1569,1,0
59,94,1.5932,1,0
13,89,6.8462,1,0
51,110,2.1569,0,0
51,110,2.1569,1,0
100,176,1.76,0,0
44,47,1.0682,1,0
31,88,2.8387,0,0
12,86,7.1667,1,0
60,140,2.3333,1,0
11,94,8.5455,1,0
16,140,8.75,1,0
23,26,1.1304,1,0
37,94,2.5405,0,0
51,110,2.1569,1,0
11,11,1,1,0
32,259,8.0938,0,0
51,110,2.1569,1,0
95,174,1.8316,1,0
11,64,5.8182,1,0
216,165,0.7639,1,0
51,110,2.1569,1,0
51,110,2.1569,1,0
107,135,1.2617,1,0
60,75,1.25,1,0
18,24,1.3333,0,0
37,216,5.8378,1,0
51,110,2.1569,1,0
24,32,1.3333,1,0
33,290,8.7879,1,0
51,110,2.1569,0,0
51,110,2.1569,1,0
75,57,0.76,1,0
12,101,8.4167,1,0
51,110,2.1569,0,0
100,160,1.6,0,0
82,192,2.3415,1,0
80,85,1.0625,1,0
51,110,2.1569,1,0
11,89,8.0909,1,0
48,264,5.5,1,0
31,88,2.8387,0,0
36,140,3.8889,1,0
11,94,8.5455,1,0
22,38,1.7273,1,0
32,319,9.9688,1,0
12,57,4.75,1,0
51,110,2.1569,1,0
16,16,1,1,0
51,110,2.1569,1,0
75,95,1.2667,1,0
51,110,2.1569,0,0
45,44,0.9778,1,0
51,110,2.1569,0,0
31,88,2.8387,0,0
75,71,0.9467,1,0
51,110,2.1569,1,0
51,110,2.1569,1,0
51,110,2.1569,1,0
51,110,2.1569,1,0
45,44,0.9778,1,0
24,32,1.3333,1,0
51,110,2.1569,0,0
51,110,2.1569,1,0
51,110,2.1569,1,0
31,88,2.8387,0,0
70,15,0.2143,0,0
15,15,1,1,0
45,201,4.4667,1,0
13,89,6.8462,1,0
51,110,2.1569,1,0
51,110,2.1569,0,0
51,110,2.1569,1,0
51,110,2.1569,0,0
12,57,4.75,1,0
45,216,4.8,1,0
60,140,2.3333,1,0
18,24,1.3333,1,0
18,20,1.1111,1,0
51,110,2.1569,1,0
51,110,2.1569,1,0
11,96,8.7273,1,0
23,127,5.5217,1,0
51,110,2.1569,1,0
51,110,2.1569,0,0
51,110,2.1569,1,0
110,110,1,0,0
50,75,1.5,1,0
51,110,2.1569,1,0
51,110,2.1569,0,0
51,161,3.1569,1,0
51,110,2.1569,1,0
51,110,2.1569,1,0
11,96,8.7273,1,0
16,16,1,1,0
11,89,8.0909,1,0
165,140,0.8485,1,0
51,110,2.1569,1,0
75,67,0.8933,1,0
80,83,1.0375,1,0
35,75,2.1429,1,0
51,110,2.1569,1,0
57,85,1.4912,1,0
51,161,3.1569,1,0
276,150,0.5435,1,0
16,16,1,1,0
51,110,2.1569,0,0
46,75,1.6304,1,0
31,88,2.8387,0,0
165,140,0.8485,1,0
35,62,1.7714,1,0
51,161,3.1569,1,0
23,127,5.5217,1,0
51,110,2.1569,0,0
50,50,1,1,0
52,15,0.2885,1,0
120,166,1.3833,1,0
16,16,1,1,0
11,64,5.8182,1,0
11,400,36.3636,1,0
51,110,2.1569,1,0
15,107,7.1333,0,0
51,110,2.1569,1,0
51,110,2.1569,1,0
51,110,2.1569,1,0
11,89,8.0909,1,0
31,88,2.8387,1,0
48,264,5.5,1,0
11,94,8.5455,1,0
51,110,2.1569,1,0
51,110,2.1569,1,0
46,96,2.087,1,0
51,161,3.1569,1,0
51,110,2.1569,1,0
51,110,2.1569,0,0
70,50,0.7143,0,0
51,110,2.1569,1,0
12,85,7.0833,1,0
51,110,2.1569,1,0
51,110,2.1569,1,0
43,108,2.5116,1,0
51,110,2.1569,1,0
63,150,2.381,1,0
12,86,7.1667,1,0
16,130,8.125,1,0
11,96,8.7273,1,0
51,110,2.1569,0,0
110,140,1.2727,0,0
40,102,2.55,1,0
16,16,1,1,0
51,110,2.1569,1,0
41,119,2.9024,1,0
12,102,8.5,1,0
51,110,2.1569,1,0
51,110,2.1569,1,0
51,110,2.1569,1,0
77,77,1,1,0
51,110,2.1569,1,0
100,178,1.78,0,0
51,110,2.1569,1,0
42,372,8.8571,1,0
51,110,2.1569,0,0
51,110,2.1569,1,0
23,127,5.5217,1,0
51,110,2.1569,1,0
51,110,2.1569,1,0
16,20,1.25,1,0
43,126,2.9302,1,0
45,216,4.8,1,0
75,66,0.88,0,0
81,85,1.0494,1,0
12,89,7.4167,1,0
96,175,1.8229,1,0
51,110,2.1569,1,0
40,40,1,1,0
12,101,8.4167,1,0
40,70,1.75,1,0
45,216,4.8,1,0
24,24,1,1,0
51,110,2.1569,1,0
51,110,2.1569,0,0
98,162,1.6531,1,0
162,600,3.7037,1,0
16,130,8.125,1,0
51,110,2.1569,1,0
15,80,5.3333,0,0
51,110,2.1569,1,0
110,90,0.8182,1,0
102,179,1.7549,0,0
149,182,1.2215,0,0
51,110,2.1569,1,0
16,130,8.125,1,0
51,110,2.1569,1,0
51,110,2.1569,1,0
51,110,2.1569,1,0
29,160,5.5172,0,0
15,80,5.3333,0,0
138,139,1.0072,0,0
31,88,2.8387,0,0
40,70,1.75,1,0
47,120,2.5532,0,0
51,110,2.1569,1,0
51,161,3.1569,1,0
51,110,2.1569,1,0
45,240,5.3333,1,0
51,110,2.1569,1,0
51,110,2.1569,1,0
15,80,5.3333,1,0
31,88,2.8387,0,0
51,110,2.1569,1,0
51,110,2.1569,0,0
75,97,1.2933,1,0
23,127,5.5217,1,0
165,140,0.8485,1,0
70,15,0.2143,0,0
12,98,8.1667,1,0
16,16,1,1,0
51,110,2.1569,1,0
24,24,1,1,0
225,225,1,1,0
51,110,2.1569,1,0
51,110,2.1569,1,0
16,16,1,1,0
51,110,2.1569,1,0
51,110,2.1569,1,0
102,179,1.7549,0,0
35,187,5.3429,1,0
24,24,1,1,0
50,50,1,1,0
362,350,0.9669,1,0
51,110,2.1569,1,0
51,110,2.1569,1,0
51,110,2.1569,0,0
51,110,2.1569,1,0
51,110,2.1569,0,0
31,88,2.8387,0,0
51,161,3.1569,1,0
40,61,1.525,1,0
11,96,8.7273,1,0
10,600,60,1,0
51,161,3.1569,1,0
51,110,2.1569,1,0
90,128,1.4222,0,0
11,94,8.5455,1,0
51,110,2.1569,0,0
41,61,1.4878,1,0
51,110,2.1569,1,0
51,110,2.1569,1,0
15,80,5.3333,1,0
51,110,2.1569,1,0
11,94,8.5455,1,0
24,24,1,1,0
40,86,2.15,1,0
20,96,4.8,1,0
16,16,1,1,0
51,110,2.1569,1,0
51,110,2.1569,1,0
35,135,3.8571,1,0
57,319,5.5965,0,0
51,110,2.1569,0,0
165,43,0.2606,1,0
51,110,2.1569,1,0
24,30,1.25,1,0
51,110,2.1569,1,0
51,110,2.1569,1,0
150,238,1.5867,1,0
100,100,1,1,0
39,78,2,1,0
55,55,1,1,0
165,43,0.2606,1,0
12,59,4.9167,1,0
14,82,5.8571,0,0
51,110,2.1569,1,0
51,110,2.1569,1,0
51,110,2.1569,1,0
51,110,2.1569,1,0
51,110,2.1569,1,0
51,110,2.1569,1,0
40,111,2.775,1,0
51,110,2.1569,1,0
51,110,2.1569,1,0
35,146,4.1714,1,0
40,400,10,0,0
115,205,1.7826,0,0
16,16,1,1,0
51,110,2.1569,1,0
51,110,2.1569,0,0
70,100,1.4286,1,0
31,112,3.6129,1,0
11,89,8.0909,1,0
24,150,6.25,1,0
48,264,5.5,1,0
51,110,2.1569,1,0
77,100,1.2987,0,0
170,207,1.2176,1,0
51,110,2.1569,1,0
293,175,0.5973,0,0
24,30,1.25,1,0
25,25,1,1,0
51,110,2.1569,1,0
11,64,5.8182,1,0
51,110,2.1569,1,0
16,16,1,1,0
51,110,2.1569,1,0
27,43,1.5926,1,0
51,110,2.1569,1,0
42,42,1,1,0
125,200,1.6,1,0
10,34,3.4,1,0
11,94,8.5455,1,0
51,110,2.1569,1,0
24,24,1,1,0
51,110,2.1569,0,0
51,110,2.1569,0,0
51,110,2.1569,1,0
195,127,0.6513,1,0
28,105,3.75,1,0
50,81,1.62,1,0
140,140,1,0,0
24,24,1,1,0
51,110,2.1569,0,0
35,119,3.4,1,0
36,140,3.8889,1,0
99,437,4.4141,1,0
51,110,2.1569,0,0
114,107,0.9386,0,0
24,30,1.25,1,0
23,26,1.1304,1,0
51,110,2.1569,0,0
51,110,2.1569,0,0
51,110,2.1569,1,0
214,204,0.9533,1,0
40,129,3.225,1,0
24,24,1,1,0
24,150,6.25,1,0
24,30,1.25,1,0
38,38,1,1,0
51,110,2.1569,1,0
31,88,2.8387,0,0
51,110,2.1569,1,0
25,100,4,1,0
51,110,2.1569,1,0
22,200,9.0909,1,0
51,110,2.1569,1,0
16,81,5.0625,1,0
24,30,1.25,1,0
100,100,1,1,0
31,88,2.8387,1,0
23,66,2.8696,1,0
15,80,5.3333,1,0
51,110,2.1569,1,0
211,210,0.9953,1,0
38,38,1,1,0
16,16,1,1,0
60,80,1.3333,1,0
180,224,1.2444,1,0
12,101,8.4167,1,0
36,41,1.1389,0,0
86,83,0.9651,1,0
51,110,2.1569,0,0
38,160,4.2105,1,0
51,110,2.1569,1,0
40,40,1,1,0
51,110,2.1569,1,0
40,48,1.2,1,0
52,144,2.7692,1,0
51,110,2.1569,0,0
51,110,2.1569,1,0
258,257,0.9961,0,0
25,100,4,1,0
36,140,3.8889,1,0
12,98,8.1667,1,0
51,110,2.1569,1,0
39,71,1.8205,1,0
51,110,2.1569,1,0
10,38,3.8,1,0
24,150,6.25,1,0
12,102,8.5,1,0
25,100,4,1,0
51,110,2.1569,1,0
16,16,1,1,0
26,104,4,1,0
25,100,4,1,0
35,99,2.8286,1,0
31,88,2.8387,0,0
20,96,4.8,1,0
51,110,2.1569,0,0
12,57,4.75,1,0
26,104,4,1,0
51,110,2.1569,1,0
51,110,2.1569,0,0
10,46,4.6,1,0
51,110,2.1569,1,0
51,110,2.1569,0,0
51,110,2.1569,1,0
42,43,1.0238,1,0
51,110,2.1569,1,0
200,200,1,1,0
51,110,2.1569,1,0
51,110,2.1569,1,0
58,58,1,1,0
24,30,1.25,1,0
40,48,1.2,1,0
51,110,2.1569,0,0
52,144,2.7692,1,0
36,140,3.8889,1,0
51,110,2.1569,1,0
51,110,2.1569,1,0
30,30,1,1,0
28,105,3.75,1,0
43,40,0.9302,1,0
51,110,2.1569,0,0
10,21,2.1,1,0
31,88,2.8387,0,0
70,96,1.3714,1,0
51,110,2.1569,1,0
52,144,2.7692,1,0
103,92,0.8932,1,0
42,43,1.0238,1,0
169,94,0.5562,0,0
51,110,2.1569,1,0
51,110,2.1569,1,0
51,110,2.1569,1,0
28,105,3.75,1,0
98,150,1.5306,1,0
108,110,1.0185,1,0
90,85,0.9444,1,0
67,104,1.5522,1,0
43,42,0.9767,1,0
51,110,2.1569,1,0
16,86,5.375,1,0
51,110,2.1569,1,0
22,200,9.0909,1,0
52,144,2.7692,1,0
75,200,2.6667,1,0
100,100,1,1,0
51,110,2.1569,0,0
51,110,2.1569,0,0
53,53,1,1,0
51,110,2.1569,1,0
24,30,1.25,1,0
16,16,1,1,0
38,41,1.0789,1,0
51,110,2.1569,1,0
51,110,2.1569,0,0
51,110,2.1569,0,0
51,110,2.1569,1,0
26,104,4,1,0
134,184,1.3731,0,0
51,110,2.1569,0,0
24,30,1.25,1,0
28,105,3.75,1,0
16,90,5.625,1,0
40,48,1.2,1,0
36,140,3.8889,1,0
26,104,4,1,0
24,30,1.25,1,0
18,66,3.6667,1,0
154,231,1.5,0,0
36,140,3.8889,1,0
11,64,5.8182,1,0
51,110,2.1569,1,0
10,600,60,1,0
51,110,2.1569,1,0
28,105,3.75,1,0
52,144,2.7692,1,0
54,56,1.037,1,0
16,43,2.6875,1,0
51,110,2.1569,1,0
16,16,1,1,0
28,105,3.75,1,0
30,143,4.7667,0,0
105,101,0.9619,1,0
75,95,1.2667,1,0
51,110,2.1569,1,0
28,105,3.75,1,0
60,55,0.9167,1,0
51,110,2.1569,1,0
43,114,2.6512,0,0
45,45,1,1,0
24,30,1.25,1,0
25,100,4,1,0
51,110,2.1569,0,0
40,48,1.2,1,0
38,44,1.1579,1,0
51,110,2.1569,1,0
51,110,2.1569,0,0
28,105,3.75,1,0
51,110,2.1569,1,0
109,108,0.9908,1,0
52,15,0.2885,1,0
16,16,1,1,0
205,200,0.9756,1,0
49,87,1.7755,0,0
43,43,1,1,0
51,110,2.1569,1,0
51,110,2.1569,0,0
51,110,2.1569,1,0
99,150,1.5152,1,0
90,65,0.7222,1,0
114,110,0.9649,0,0
105,150,1.4286,1,0
51,110,2.1569,1,0
49,87,1.7755,0,0
51,110,2.1569,0,0
31,88,2.8387,0,0
61,185,3.0328,1,0
11,64,5.8182,1,0
51,110,2.1569,0,0
51,110,2.1569,1,0
19,450,23.6842,1,0
80,125,1.5625,0,0
51,110,2.1569,1,0
49,119,2.4286,1,0
51,110,2.1569,1,0
51,110,2.1569,1,0
69,325,4.7101,0,0
56,100,1.7857,1,0
28,105,3.75,1,0
80,125,1.5625,0,0
22,122,5.5455,1,0
110,393,3.5727,1,0
51,110,2.1569,1,0
16,16,1,1,0
22,250,11.3636,1,0
51,110,2.1569,1,0
28,105,3.75,1,0
51,110,2.1569,1,0
120,150,1.25,0,0
24,24,1,0,0
51,110,2.1569,1,0
61,65,1.0656,1,0
100,150,1.5,1,0
35,288,8.2286,1,0
24,30,1.25,1,0
51,110,2.1569,1,0
51,110,2.1569,0,0
68,92,1.3529,1,0
227,180,0.793,1,0
31,88,2.8387,0,0
51,110,2.1569,1,0
51,115,2.2549,0,0
16,54,3.375,1,0
39,143,3.6667,0,0
104,150,1.4423,1,0
75,99,1.32,1,0
111,110,0.991,1,0
110,275,2.5,1,0
51,110,2.1569,1,0
32,32,1,1,0
51,110,2.1569,1,0
51,110,2.1569,1,0
28,105,3.75,1,0
25,31,1.24,1,0
24,24,1,0,0
62,120,1.9355,1,0
49,61,1.2449,1,0
24,30,1.25,1,0
38,198,5.2105,1,0
109,91,0.8349,1,0
51,110,2.1569,1,0
51,110,2.1569,1,0
16,16,1,1,0
51,110,2.1569,0,0
51,110,2.1569,1,0
16,76,4.75,1,0
32,32,1,1,0
51,110,2.1569,0,0
51,110,2.1569,1,0
125,95,0.76,0,0
100,150,1.5,1,0
87,150,1.7241,1,0
149,182,1.2215,0,0
51,110,2.1569,1,0
35,97,2.7714,1,0
129,149,1.155,1,0
51,110,2.1569,0,0
151,393,2.6026,0,0
51,110,2.1569,1,0
106,183,1.7264,0,0
35,64,1.8286,1,0
100,100,1,1,0
58,252,4.3448,1,0
113,110,0.9735,1,0
51,110,2.1569,0,0
102,179,1.7549,0,0
51,110,2.1569,1,0
106,90,0.8491,1,0
51,110,2.1569,1,0
51,110,2.1569,0,0
51,110,2.1569,1,0
16,16,1,1,0
100,89,0.89,0,0
24,30,1.25,1,0
51,110,2.1569,0,0
51,110,2.1569,1,0
50,50,1,0,0
51,110,2.1569,1,0
36,35,0.9722,1,0
480,640,1.3333,1,0
51,80,1.5686,1,0
113,110,0.9735,1,0
51,110,2.1569,0,0
34,133,3.9118,1,0
51,110,2.1569,0,0
57,45,0.7895,1,0
74,70,0.9459,0,0
51,110,2.1569,1,0
51,80,1.5686,1,0
51,110,2.1569,1,0
154,231,1.5,0,0
15,80,5.3333,1,0
105,200,1.9048,1,0
51,110,2.1569,1,0
100,150,1.5,0,0
100,190,1.9,0,0
51,110,2.1569,1,0
51,110,2.1569,1,0
24,30,1.25,1,0
100,172,1.72,0,0
134,184,1.3731,0,0
29,230,7.931,1,0
95,150,1.5789,1,0
51,110,2.1569,1,0
94,73,0.7766,0,0
65,45,0.6923,1,0
19,19,1,1,0
51,110,2.1569,1,0
51,110,2.1569,0,0
51,110,2.1569,1,0
112,110,0.9821,1,0
51,110,2.1569,0,0
51,110,2.1569,1,0
24,30,1.25,1,0
160,126,0.7875,0,0
33,33,1,1,0
51,110,2.1569,1,0
151,236,1.5629,1,0
60,67,1.1167,1,0
19,96,5.0526,0,0
51,110,2.1569,1,0
58,55,0.9483,1,0
60,100,1.6667,1,0
51,80,1.5686,1,0
16,16,1,1,0
94,289,3.0745,1,0
72,72,1,1,0
50,54,1.08,1,0
51,110,2.1569,0,0
70,65,0.9286,1,0
32,32,1,1,0
35,64,1.8286,1,0
51,110,2.1569,0,0
16,16,1,1,0
15,80,5.3333,1,0
12,55,4.5833,1,0
350,212,0.6057,1,0
51,110,2.1569,1,0
31,88,2.8387,0,0
10,44,4.4,1,0
58,252,4.3448,0,0
51,110,2.1569,0,0
15,80,5.3333,1,0
40,590,14.75,1,0
12,101,8.4167,1,0
51,110,2.1569,1,0
24,30,1.25,1,0
100,167,1.67,0,0
51,110,2.1569,0,0
51,110,2.1569,1,0
51,110,2.1569,1,0
15,80,5.3333,1,0
82,84,1.0244,0,0
83,110,1.3253,1,0
110,76,0.6909,0,0
72,15,0.2083,1,0
24,24,1,1,0
16,16,1,1,0
134,184,1.3731,0,0
35,75,2.1429,1,0
30,124,4.1333,0,0
15,80,5.3333,1,0
51,110,2.1569,1,0
28,280,10,1,0
51,72,1.4118,0,0
31,88,2.8387,0,0
23,26,1.1304,1,0
12,74,6.1667,0,0
35,70,2,1,0
10,600,60,1,0
51,110,2.1569,1,0
51,110,2.1569,1,0
91,180,1.978,1,0
140,180,1.2857,1,0
24,30,1.25,1,0
51,110,2.1569,1,0
15,80,5.3333,1,0
24,24,1,1,0
51,110,2.1569,1,0
154,231,1.5,0,0
35,84,2.4,1,0
24,30,1.25,1,0
246,180,0.7317,1,0
40,237,5.925,1,0
51,110,2.1569,1,0
15,80,5.3333,1,0
51,110,2.1569,1,0
140,180,1.2857,1,0
31,88,2.8387,0,0
51,72,1.4118,0,0
51,110,2.1569,0,0
51,110,2.1569,1,0
28,230,8.2143,1,0
140,180,1.2857,1,0
26,120,4.6154,1,0
50,400,8,1,0
51,110,2.1569,0,0
51,110,2.1569,0,0
51,110,2.1569,1,0
15,80,5.3333,1,0
28,230,8.2143,1,0
51,110,2.1569,1,0
51,110,2.1569,0,0
42,125,2.9762,1,0
51,110,2.1569,1,0
40,140,3.5,0,0
51,110,2.1569,1,0
51,110,2.1569,0,0
31,88,2.8387,0,0
24,30,1.25,1,0
16,109,6.8125,1,0
51,110,2.1569,1,0
51,110,2.1569,1,0
24,24,1,1,0
141,419,2.9716,1,0
62,88,1.4194,1,0
15,80,5.3333,1,0
51,110,2.1569,1,0
96,65,0.6771,1,0
51,110,2.1569,1,0
15,80,5.3333,1,0
31,88,2.8387,1,0
51,110,2.1569,1,0
15,80,5.3333,1,0
110,120,1.0909,1,0
28,229,8.1786,1,0
31,88,2.8387,0,0
51,110,2.1569,1,0
51,110,2.1569,0,0
11,89,8.0909,1,0
51,110,2.1569,0,0
140,140,1,0,0
23,26,1.1304,1,0
100,505,5.05,1,0
57,55,0.9649,1,0
18,24,1.3333,1,0
12,98,8.1667,1,0
51,110,2.1569,1,0
28,100,3.5714,1,0
11,64,5.8182,1,0
62,128,2.0645,1,0
100,100,1,1,0
51,110,2.1569,1,0
80,90,1.125,1,0
60,60,1,0,0
